,path,field_change_date_2,field_letter_issue_datetime,field_company_name_warning_lette,field_issuing_office,field_issuing_office_loc_name,field_recipient_office_name,field_building,field_letter_type_1,issuing-recipient-office,field_recipient_state,field_recipient_address_administrative_area,term_node_tid,field_detailed_description_2,field_topics,topics-product,field_letter_issue_datetime_1,field_letter_type,field_associated_for_response_le,field_associated_for_closeout_le,checkresponse,changed,abs_url,company_name
1535,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/city-vapes-premium-ejuice-inc-604021-02282020,03/17/2020,02/28/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/city-vapes-premium-ejuice-inc-604021-02282020"">City Vapes Premium eJuice Inc. </a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2020,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/city-vapes-premium-ejuice-inc-604021-10222020""><time datetime=""2020-10-26T14:46:00Z"">10/26/2020</time>
</a> 
",Closeout Letters,"Mon, 10/26/2020 - 10:50",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/city-vapes-premium-ejuice-inc-604021-02282020,City Vapes Premium eJuice Inc. 
1536,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/diannes-fine-desserts-600026-03022020,03/17/2020,03/02/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/diannes-fine-desserts-600026-03022020"">Dianne&#039;s Fine Desserts</a>",,,,Office of Human and Animal Food Operations East Division 1,Warning Letter,Office of Human and Animal Food Operations East Division 1,,Massachusetts,Food &amp; Beverages,Food Labeling/Misbranded,,Food &amp; Beverages,2020,Warning Letter,,,,"Tue, 03/17/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/diannes-fine-desserts-600026-03022020,Dianne's Fine Desserts
1537,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/banco-vida-corp-597197-03042020,03/17/2020,03/04/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/banco-vida-corp-597197-03042020"">Banco Vida Corp. </a>",,,,Office of Biological Product Operations,Warning Letter,Office of Biological Product Operations,,,Biologics,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)",,Biologics,2020,Warning Letter,,,,"Tue, 03/17/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/banco-vida-corp-597197-03042020,Banco Vida Corp. 
1538,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/windlas-healthcare-private-limited-595494-03102020,03/17/2020,03/10/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/windlas-healthcare-private-limited-595494-03102020"">Windlas Healthcare Private Limited </a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Uttarakhand,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2020,Warning Letter,,,,"Tue, 03/17/2020 - 09:23",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/windlas-healthcare-private-limited-595494-03102020,Windlas Healthcare Private Limited 
1539,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/invitrx-therapeutics-inc-581182-03162020,03/18/2020,03/16/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/invitrx-therapeutics-inc-581182-03162020"">Invitrx Therapeutics Inc.</a>",,,,Center for Biologics Evaluation and Research (CBER),Warning Letter,Center for Biologics Evaluation and Research (CBER),,California,Biologics,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)",,Biologics,2020,Warning Letter,,,,"Wed, 03/18/2020 - 11:30",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/invitrx-therapeutics-inc-581182-03162020,Invitrx Therapeutics Inc.
1540,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-orbslackers-brew-enterprise-597078-12062019,03/24/2020,12/06/2019,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-orbslackers-brew-enterprise-597078-12062019"">Vape Orb/Slackers Brew Enterprise</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2019,Warning Letter,,,,"Tue, 03/24/2020 - 09:22",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vape-orbslackers-brew-enterprise-597078-12062019,Vape Orb/Slackers Brew Enterprise
1541,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor4less-inc-599804-01142020,03/24/2020,01/14/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor4less-inc-599804-01142020"">Vapor4Less Inc.</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Florida,Tobacco,"Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded<br />
",,Tobacco,2020,Warning Letter,,,,"Tue, 03/24/2020 - 09:24",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vapor4less-inc-599804-01142020,Vapor4Less Inc.
1542,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dragonfly-ecigs-599806-01142020,03/24/2020,01/14/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dragonfly-ecigs-599806-01142020"">Dragonfly eCigs</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Texas,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2020,Warning Letter,,,,"Fri, 03/26/2021 - 07:50",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dragonfly-ecigs-599806-01142020,Dragonfly eCigs
1543,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fuji-food-products-inc-598233-02192020,03/24/2020,02/19/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fuji-food-products-inc-598233-02192020"">Fuji Food Products, Inc.</a>",,,,Office of Human and Animal Food Operations East Division 1,Warning Letter,Office of Human and Animal Food Operations East Division 1,,California,Food &amp; Beverages,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,Food &amp; Beverages,2020,Warning Letter,,,,"Tue, 03/24/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/fuji-food-products-inc-598233-02192020,"Fuji Food Products, Inc."
1544,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/california-ivf-fertility-center-598552-02262020,03/24/2020,02/26/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/california-ivf-fertility-center-598552-02262020"">California IVF Fertility Center</a>",,,,Office of Biological Products Operations - Division II,Warning Letter,Office of Biological Products Operations - Division II,,California,Biologics,"Deviations/CFR/Regulations for Human Cells, Tissues &amp; Cellular Products (HCT/Ps)",,Biologics,2020,Warning Letter,,"
<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/california-ivf-fertility-center-598552-08092021""><time datetime=""2021-08-13T04:00:00Z"">08/13/2021</time>
</a> 
",Closeout Letters,"Fri, 08/13/2021 - 14:30",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/california-ivf-fertility-center-598552-02262020,California IVF Fertility Center
1545,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dermapharm-596662-03102020,03/24/2020,03/10/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dermapharm-596662-03102020"">DermaPharm A/S </a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2020,Warning Letter,,,,"Tue, 03/24/2020 - 09:22",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dermapharm-596662-03102020,DermaPharm A/S 
1546,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hangzhou-linkeweier-daily-chemicals-co-ltd-595492-03132020,03/24/2020,03/13/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hangzhou-linkeweier-daily-chemicals-co-ltd-595492-03132020"">Hangzhou Linkeweier Daily Chemicals Co., Ltd.</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Zhejiang Sheng,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2020,Warning Letter,,,,"Tue, 03/24/2020 - 09:23",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hangzhou-linkeweier-daily-chemicals-co-ltd-595492-03132020,"Hangzhou Linkeweier Daily Chemicals Co., Ltd."
1547,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bravo-packing-inc-592718-03162020,03/24/2020,03/16/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bravo-packing-inc-592718-03162020"">Bravo Packing, Inc.</a>",,,,Division of Human and Animal Food Operations East II,Warning Letter,Division of Human and Animal Food Operations East II,,New Jersey,"Animal &amp; Veterinary, Food &amp; Beverages","CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,"Animal &amp; Veterinary, Food &amp; Beverages",2020,Warning Letter,,,,"Tue, 03/24/2020 - 09:24",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bravo-packing-inc-592718-03162020,"Bravo Packing, Inc."
1548,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/corona-curecom-605875-03262020,03/27/2020,03/26/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/corona-curecom-605875-03262020"">Corona-cure.com</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Fri, 03/27/2020 - 15:50",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/corona-curecom-605875-03262020,Corona-cure.com
1549,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/carahealth-605826-03262020,03/27/2020,03/26/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/carahealth-605826-03262020"">Carahealth</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Co. Galway,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Fri, 03/27/2020 - 10:08",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/carahealth-605826-03262020,Carahealth
1550,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turkish-trade-llc-dba-tarblock-inc-597508-01142020,03/31/2020,01/14/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turkish-trade-llc-dba-tarblock-inc-597508-01142020"">Turkish Trade LLC d/b/a Tarblock, Inc.</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Florida,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/turkish-trade-llc-dba-tarblock-inc-597508-01142020,"Turkish Trade LLC d/b/a Tarblock, Inc."
1551,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tjd-holdings-inc-dba-venturi-597509-01142020,03/31/2020,01/14/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tjd-holdings-inc-dba-venturi-597509-01142020"">TJD Holdings, Inc. d/b/a Venturi</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,Michigan,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/tjd-holdings-inc-dba-venturi-597509-01142020,"TJD Holdings, Inc. d/b/a Venturi"
1552,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/soniceast-llc-596919-01142020,03/31/2020,01/14/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/soniceast-llc-596919-01142020"">Soniceast LLC</a>",,,,Center for Tobacco Products,Warning Letter,Center for Tobacco Products,,New Jersey,Tobacco,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,Tobacco,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/soniceast-llc-596919-01142020,Soniceast LLC
1553,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cargill-incorporated-589386-01272020,03/31/2020,01/27/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cargill-incorporated-589386-01272020"">Cargill Incorporated</a>",,,,Division of Human and Animal Food Operations East III,Warning Letter,Division of Human and Animal Food Operations East III,,Minnesota,"Animal &amp; Veterinary, Food &amp; Beverages",CGMP/Medicated Feeds/Adulterated,,"Animal &amp; Veterinary, Food &amp; Beverages",2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cargill-incorporated-589386-01272020,Cargill Incorporated
1554,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ficosota-ltd-594591-02282020,03/31/2020,02/28/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ficosota-ltd-594591-02282020"">FICOSOTA LTD</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ficosota-ltd-594591-02282020,FICOSOTA LTD
1555,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trilogy-laboratories-llc-595087-03052020,03/31/2020,03/05/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trilogy-laboratories-llc-595087-03052020"">Trilogy Laboratories, LLC</a>",,,,"Office of Pharmaceutical Quality Operations, Division II",Warning Letter,"Office of Pharmaceutical Quality Operations, Division II",,Florida,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/trilogy-laboratories-llc-595087-03052020,"Trilogy Laboratories, LLC"
1556,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmcore-inc-dba-hallandale-pharmacy-605569-03112020,03/31/2020,03/11/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmcore-inc-dba-hallandale-pharmacy-605569-03112020"">Pharmcore Inc. dba Hallandale Pharmacy</a>",,,,"Office of Pharmaceutical Quality Operations, Division II",Warning Letter,"Office of Pharmaceutical Quality Operations, Division II",,Florida,Drugs,Compounding Pharmacy/Adulterated Drug Products,,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pharmcore-inc-dba-hallandale-pharmacy-605569-03112020,Pharmcore Inc. dba Hallandale Pharmacy
1557,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bulletproof-360-inc-593246-03202020,03/31/2020,03/20/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bulletproof-360-inc-593246-03202020"">Bulletproof 360 Inc</a>",,,,Division of Human and Animal Food Operations West VI,Warning Letter,Division of Human and Animal Food Operations West VI,,Washington,Dietary Supplements,"CGMP/Dietary Supplement/Adulterated/Misbranded<br />
",,Dietary Supplements,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bulletproof-360-inc-593246-03202020,Bulletproof 360 Inc
1558,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shung-kee-food-co-ltd-598630-03202020,03/31/2020,03/20/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shung-kee-food-co-ltd-598630-03202020""> Shung Kee Food Co., Ltd. </a>",,,,Office of Human and Animal Food Operations East Division 1,Warning Letter,Office of Human and Animal Food Operations East Division 1,,New York,"Food &amp; Beverages, Seafood/Seafood Product",Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,"Food &amp; Beverages, Seafood/Seafood Product",2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/shung-kee-food-co-ltd-598630-03202020," Shung Kee Food Co., Ltd. "
1559,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pfizer-healthcare-india-private-limited-594972-03252020,03/31/2020,03/25/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pfizer-healthcare-india-private-limited-594972-03252020"">Pfizer Healthcare India Private Limited </a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,New York,Drugs,CGMP/Finished Pharmaceuticals/Adulterated,,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/pfizer-healthcare-india-private-limited-594972-03252020,Pfizer Healthcare India Private Limited 
1560,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bioactive-c60fullerlifec60-llc-605954-03302020,03/31/2020,03/30/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bioactive-c60fullerlifec60-llc-605954-03302020"">Bioactive C60/FullerLifeC60 LLC</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Nevada,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bioactive-c60fullerlifec60-llc-605954-03302020,Bioactive C60/FullerLifeC60 LLC
1561,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/halosense-inc-606153-03302020,03/31/2020,03/30/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/halosense-inc-606153-03302020"">Halosense Inc.</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Ontario,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/halosense-inc-606153-03302020,Halosense Inc.
1562,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jrb-enterprise-group-inc-dba-anti-aging-bed-605892-03302020,03/31/2020,03/30/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jrb-enterprise-group-inc-dba-anti-aging-bed-605892-03302020"">JRB Enterprise Group Inc. DBA Anti Aging Bed</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,South Carolina,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Tue, 03/31/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/jrb-enterprise-group-inc-dba-anti-aging-bed-605892-03302020,JRB Enterprise Group Inc. DBA Anti Aging Bed
1563,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/neuroxpf-606236-03312020,04/01/2020,03/31/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/neuroxpf-606236-03312020"">NeuroXPF</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Nevada,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Wed, 04/01/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/neuroxpf-606236-03312020,NeuroXPF
1564,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gaias-whole-healing-essentials-llc-605893-04012020,04/02/2020,04/01/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gaias-whole-healing-essentials-llc-605893-04012020"">Gaia&#039;s Whole Healing Essentials, LLC</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Colorado,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Thu, 04/02/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/gaias-whole-healing-essentials-llc-605893-04012020,"Gaia's Whole Healing Essentials, LLC"
1565,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/homeomart-indibuy-605888-04012020,04/02/2020,04/01/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/homeomart-indibuy-605888-04012020"">Homeomart Indibuy</a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Karnataka,Drugs,"Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19)<br />
",,Drugs,2020,Warning Letter,,,,"Thu, 04/02/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/homeomart-indibuy-605888-04012020,Homeomart Indibuy
1566,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/health-mastery-systems-dba-pure-plant-essentials-605890-04012020,04/02/2020,04/01/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/health-mastery-systems-dba-pure-plant-essentials-605890-04012020"">Health Mastery Systems DBA Pure Plant Essentials </a>",,,,Center for Drug Evaluation and Research | CDER,Warning Letter,Center for Drug Evaluation and Research | CDER,,Oregon,Drugs,Unapproved Products Related to the Coronavirus Disease 2019 (COVID-19),,Drugs,2020,Warning Letter,,,,"Thu, 04/02/2020 - 10:00",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/health-mastery-systems-dba-pure-plant-essentials-605890-04012020,Health Mastery Systems DBA Pure Plant Essentials 
1567,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dongguan-microview-medical-technology-co-ltd-592414-09202019,04/07/2020,09/20/2019,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dongguan-microview-medical-technology-co-ltd-592414-09202019"">Dongguan Microview Medical Technology Co., LTD</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Guangdong Sheng,Medical Devices,CGMP/QSR/Medical Devices/Adulterated,,Medical Devices,2019,Warning Letter,,,,"Tue, 04/07/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dongguan-microview-medical-technology-co-ltd-592414-09202019,"Dongguan Microview Medical Technology Co., LTD"
1568,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mandelay-kft-603799-02032020,04/07/2020,02/03/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mandelay-kft-603799-02032020"">Mandelay Kft</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,,Medical Devices,CGMP/QSR/Medical Devices/Adulterated,,Medical Devices,2020,Warning Letter,,,,"Tue, 04/07/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mandelay-kft-603799-02032020,Mandelay Kft
1569,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/steiner-biotechnology-llc-592280-02032020,04/07/2020,02/03/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/steiner-biotechnology-llc-592280-02032020"">Steiner Biotechnology, LLC</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Nevada,Medical Devices,Good Laboratory Practice (GLP) for Nonclinical Laboratory Studies,,Medical Devices,2020,Warning Letter,,,,"Tue, 04/07/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/steiner-biotechnology-llc-592280-02032020,"Steiner Biotechnology, LLC"
1570,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/okamoto-rubber-products-co-ltd-604564-02142020,04/07/2020,02/14/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/okamoto-rubber-products-co-ltd-604564-02142020"">Okamoto Rubber Products Co., Ltd. </a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Pathum Thani,Medical Devices,CGMP/QSR/Medical Devices/Adulterated,,Medical Devices,2020,Warning Letter,,,,"Tue, 04/07/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/okamoto-rubber-products-co-ltd-604564-02142020,"Okamoto Rubber Products Co., Ltd. "
1571,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kennedy-philip-r-597587-02272020,04/07/2020,02/27/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kennedy-philip-r-597587-02272020"">Kennedy, Philip R.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Georgia,Medical Devices,"Investigational Device Exemptions (Clinical Investigator)<br />
",,Medical Devices,2020,Warning Letter,,,,"Tue, 04/07/2020 - 09:20",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/kennedy-philip-r-597587-02272020,"Kennedy, Philip R."
1572,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-care-technology-corp-605117-03022020,04/07/2020,03/02/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-care-technology-corp-605117-03022020"">E-Care Technology Corp.</a>",,,,Center for Devices and Radiological Health,Warning Letter,Center for Devices and Radiological Health,,Hsinchu County,Medical Devices,CGMP/QSR/Medical Devices/Adulterated,,Medical Devices,2020,Warning Letter,,,,"Tue, 04/07/2020 - 09:21",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/e-care-technology-corp-605117-03022020,E-Care Technology Corp.
1573,/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cafe-valley-bakery-llc-603875-03182020,04/07/2020,03/18/2020,"<a href=""/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cafe-valley-bakery-llc-603875-03182020"">Cafe Valley Bakery, LLC </a>",,,,Office of Human &amp; Animal Food Operations East 6,Warning Letter,Office of Human &amp; Animal Food Operations East 6,,Arizona,Food &amp; Beverages,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated<br />
",,Food &amp; Beverages,2020,Warning Letter,,,,"Tue, 04/07/2020 - 09:40",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cafe-valley-bakery-llc-603875-03182020,"Cafe Valley Bakery, LLC "
